Equipment ID,Equipment Type,Purchase Date,Last Maintenance Date,Maintenance Status,Equipment Cost (CAD),Usage Hours,Location,Supplier,Warranty Expiry Date,Next Maintenance Due Date,Usage Days Since Last Maintenance,Usage Hours Since Last Maintenance,Time Since Last Maintenance (Days),Maintenance Frequency (Times),Failure History,Condition Rating,Failure Prediction (Target)
EQ03908,Cameras,2018-11-04 0:00,2016-07-16 0:00,Under Repair,12790.04,2093,Main Field,Lighting Masters,2015-07-24 0:00,2016-04-27 0:00,86,2055,2969,6,0,1,1
EQ03909,Field Marking Equipment,2023-06-24 0:00,2017-10-01 0:00,Replaced,44065.19,1779,East Stand,Sports Equipment Co.,2018-02-01 0:00,2019-03-27 0:00,69,1655,2527,4,0,9,0
EQ03910,Audio System,2016-10-20 0:00,2021-06-04 0:00,Replaced,9804.39,7304,Main Field,Field Systems Ltd.,2015-12-30 0:00,2019-09-23 0:00,301,7230,1185,1,0,8,0
EQ03911,Field Marking Equipment,2020-08-14 0:00,2022-07-10 0:00,Good,46687.67,2175,Main Field,Lighting Masters,2017-01-15 0:00,2017-04-04 0:00,89,2143,784,8,0,9,0
EQ03912,Cameras,2015-11-01 0:00,2022-11-18 0:00,Under Repair,37736.58,9672,West Stand,Field Systems Ltd.,2019-05-30 0:00,2019-08-15 0:00,401,9616,653,6,1,2,1
EQ03913,Goalpost,2018-05-26 0:00,2021-03-30 0:00,Under Repair,20494.18,3546,West Stand,Sports Equipment Co.,2015-12-10 0:00,2019-10-13 0:00,142,3406,1251,9,0,1,1
EQ03914,Turf Maintenance Machine,2016-10-13 0:00,2021-02-10 0:00,Needs Repair,5529.47,5418,North Stand,Audio Visual Experts,2017-12-11 0:00,2015-05-31 0:00,222,5326,1299,3,0,4,1
EQ03915,Audio System,2023-05-22 0:00,2018-02-14 0:00,Good,6766.7,5190,East Stand,Field Systems Ltd.,2019-08-04 0:00,2017-11-09 0:00,213,5103,2391,2,0,9,0
EQ03916,Cameras,2016-05-19 0:00,2021-01-16 0:00,Replaced,16233.43,9265,West Stand,Lighting Masters,2016-03-30 0:00,2019-11-26 0:00,379,9084,1324,2,0,9,0
EQ03917,Scoreboard,2017-09-13 0:00,2020-01-05 0:00,Needs Repair,10771.78,9904,North Stand,Audio Visual Experts,2017-02-02 0:00,2016-01-16 0:00,409,9816,1701,1,0,5,0
EQ03918,Scoreboard,2023-09-03 0:00,2015-12-16 0:00,Under Repair,29582.54,8781,West Stand,Field Systems Ltd.,2018-07-02 0:00,2016-11-13 0:00,359,8610,3182,6,0,1,1
EQ03919,Lighting System,2019-05-31 0:00,2017-08-08 0:00,Replaced,12939.54,3246,West Stand,Lighting Masters,2015-09-24 0:00,2016-05-20 0:00,134,3213,2581,6,0,9,0
EQ03920,Scoreboard,2016-03-30 0:00,2018-07-27 0:00,Under Repair,33189.33,6075,Main Field,Goalkeepers Inc.,2015-04-01 0:00,2019-02-16 0:00,247,5937,2228,8,0,2,1
EQ03921,Audio System,2017-11-30 0:00,2019-08-15 0:00,Good,1795.26,5627,West Stand,Audio Visual Experts,2018-03-29 0:00,2017-06-17 0:00,233,5588,1844,3,0,8,0
EQ03922,Turnstiles,2021-04-12 0:00,2021-01-06 0:00,Needs Repair,34435.78,7959,East Stand,Field Systems Ltd.,2018-07-14 0:00,2015-02-27 0:00,331,7955,1334,7,0,4,1
EQ03923,Audio System,2022-01-07 0:00,2022-08-28 0:00,Good,19274.23,7379,Main Field,Sports Equipment Co.,2015-05-13 0:00,2016-08-07 0:00,306,7342,735,6,0,8,0
EQ03924,Audio System,2017-08-23 0:00,2021-12-08 0:00,Replaced,10495.42,6459,North Stand,Field Systems Ltd.,2016-10-12 0:00,2019-08-19 0:00,263,6309,998,7,0,8,0
EQ03925,Score Display,2015-06-22 0:00,2022-09-17 0:00,Under Repair,47664.43,8008,East Stand,Field Systems Ltd.,2016-06-15 0:00,2015-01-31 0:00,329,7906,715,6,0,1,1
EQ03926,Goalpost,2022-11-15 0:00,2016-03-22 0:00,Needs Repair,19207.87,6797,East Stand,Sports Equipment Co.,2018-10-19 0:00,2015-03-25 0:00,282,6769,3085,8,0,5,0
EQ03927,Turnstiles,2023-02-24 0:00,2023-08-21 0:00,Good,24764.1,4353,Main Field,Goalkeepers Inc.,2017-06-05 0:00,2018-09-05 0:00,181,4343,377,6,0,9,0
EQ03928,Field Marking Equipment,2017-06-05 0:00,2016-04-21 0:00,Replaced,23557.16,3913,West Stand,Sports Equipment Co.,2015-04-26 0:00,2018-02-20 0:00,156,3740,3055,5,0,8,0
EQ03929,Goalpost,2017-02-05 0:00,2015-11-27 0:00,Needs Repair,32475.36,5601,East Stand,Goalkeepers Inc.,2017-08-29 0:00,2015-01-29 0:00,228,5473,3201,4,0,4,1
EQ03930,Turf Maintenance Machine,2019-11-20 0:00,2015-03-02 0:00,Replaced,30218.45,6786,East Stand,Lighting Masters,2016-01-05 0:00,2016-10-15 0:00,282,6763,3471,3,0,9,0
EQ03931,Turf Maintenance Machine,2020-03-02 0:00,2020-08-12 0:00,Good,32710.16,7917,South Stand,Audio Visual Experts,2017-09-15 0:00,2018-01-20 0:00,325,7795,1481,8,0,8,0
EQ03932,Lighting System,2021-01-27 0:00,2021-09-02 0:00,Replaced,33352.18,3358,Main Field,Audio Visual Experts,2016-03-04 0:00,2015-12-30 0:00,140,3351,1095,8,0,8,0
EQ03933,Score Display,2018-05-17 0:00,2019-06-10 0:00,Good,45709.34,4038,North Stand,Goalkeepers Inc.,2019-12-01 0:00,2019-12-19 0:00,167,4002,1910,3,0,7,0
EQ03934,Turnstiles,2016-08-25 0:00,2021-05-06 0:00,Under Repair,31758.81,2654,South Stand,Goalkeepers Inc.,2016-04-27 0:00,2015-12-19 0:00,107,2573,1214,7,0,2,1
EQ03935,Field Marking Equipment,2020-07-23 0:00,2020-02-25 0:00,Good,39139.99,5669,South Stand,Audio Visual Experts,2018-01-18 0:00,2018-03-15 0:00,235,5640,1650,9,0,7,0
EQ03936,Audio System,2022-10-21 0:00,2021-02-04 0:00,Under Repair,3772.99,2917,Main Field,Field Systems Ltd.,2019-11-03 0:00,2016-01-06 0:00,119,2860,1305,8,0,1,1
EQ03937,Cameras,2016-05-05 0:00,2016-03-23 0:00,Replaced,5024.27,5133,West Stand,Audio Visual Experts,2017-08-12 0:00,2018-05-21 0:00,211,5065,3084,8,0,9,0
EQ03938,Seats,2015-04-15 0:00,2017-05-25 0:00,Under Repair,8971.87,6351,South Stand,Audio Visual Experts,2019-04-24 0:00,2016-03-15 0:00,257,6179,2656,7,0,1,1
EQ03939,Turnstiles,2019-01-11 0:00,2016-06-13 0:00,Good,3368.88,6746,East Stand,Field Systems Ltd.,2016-05-13 0:00,2017-08-16 0:00,280,6714,3002,4,0,7,0
EQ03940,Seats,2021-06-30 0:00,2019-01-03 0:00,Under Repair,40441.32,3540,North Stand,Lighting Masters,2015-10-29 0:00,2018-05-22 0:00,145,3469,2068,4,0,2,1
EQ03941,Field Marking Equipment,2020-08-08 0:00,2019-07-25 0:00,Good,29381.55,1097,West Stand,Sports Equipment Co.,2018-12-02 0:00,2018-08-01 0:00,38,913,1865,7,0,9,0
EQ03942,Turnstiles,2017-05-31 0:00,2016-05-22 0:00,Good,41274.77,64,Main Field,Audio Visual Experts,2015-12-05 0:00,2018-06-30 0:00,-1,-21,3024,6,0,8,0
EQ03943,Cameras,2022-06-07 0:00,2018-03-05 0:00,Under Repair,8449.5,9648,East Stand,Turf Solutions,2016-03-01 0:00,2015-07-07 0:00,400,9590,2372,7,1,1,1
EQ03944,Lighting System,2022-02-04 0:00,2021-05-07 0:00,Needs Repair,5106.7,6148,Main Field,Lighting Masters,2018-05-07 0:00,2015-07-01 0:00,250,6000,1213,6,0,4,1
EQ03945,Field Marking Equipment,2022-11-07 0:00,2017-03-27 0:00,Needs Repair,35844.96,6727,South Stand,Audio Visual Experts,2018-08-29 0:00,2017-06-17 0:00,273,6560,2715,2,0,5,0
EQ03946,Scoreboard,2019-05-01 0:00,2024-01-08 0:00,Replaced,15171.14,1539,South Stand,Field Systems Ltd.,2018-02-18 0:00,2016-02-27 0:00,63,1514,237,8,0,9,0
EQ03947,Audio System,2020-11-29 0:00,2024-03-06 0:00,Replaced,14827.43,5241,Main Field,Sports Equipment Co.,2019-05-23 0:00,2015-03-03 0:00,218,5239,179,8,0,8,0
EQ03948,Lighting System,2024-01-12 0:00,2019-08-18 0:00,Under Repair,38306.05,1841,South Stand,Audio Visual Experts,2015-05-06 0:00,2018-12-19 0:00,73,1750,1841,3,0,1,1
EQ03949,Cameras,2024-04-23 0:00,2020-04-24 0:00,Needs Repair,2664.08,576,East Stand,Turf Solutions,2019-08-18 0:00,2017-11-15 0:00,23,557,1591,8,0,5,0
EQ03950,Seats,2022-05-26 0:00,2020-10-21 0:00,Needs Repair,35094.14,3691,East Stand,Goalkeepers Inc.,2015-04-27 0:00,2018-10-29 0:00,148,3541,1411,2,1,5,0
EQ03951,Turnstiles,2023-08-21 0:00,2017-03-19 0:00,Needs Repair,11224.89,9387,West Stand,Sports Equipment Co.,2016-10-10 0:00,2018-03-02 0:00,385,9248,2723,1,0,4,1
EQ03952,Goalpost,2018-06-09 0:00,2015-02-26 0:00,Good,46023.39,4169,West Stand,Field Systems Ltd.,2017-06-13 0:00,2019-12-15 0:00,172,4120,3475,2,0,7,0
EQ03953,Turf Maintenance Machine,2016-02-11 0:00,2019-01-23 0:00,Under Repair,19402.73,9504,North Stand,Lighting Masters,2016-06-05 0:00,2016-03-15 0:00,393,9426,2048,1,0,2,1
EQ03954,Scoreboard,2021-04-07 0:00,2021-12-10 0:00,Needs Repair,18578.24,3040,North Stand,Turf Solutions,2019-08-17 0:00,2019-11-21 0:00,120,2877,996,5,1,4,1
EQ03955,Turnstiles,2020-02-08 0:00,2019-03-20 0:00,Under Repair,42245.65,4887,West Stand,Goalkeepers Inc.,2019-02-24 0:00,2016-08-27 0:00,200,4808,1992,7,0,2,1
EQ03956,Cameras,2022-10-09 0:00,2024-04-17 0:00,Under Repair,41553.56,2441,North Stand,Lighting Masters,2019-04-27 0:00,2017-12-09 0:00,101,2421,137,9,0,2,1
EQ03957,Score Display,2019-08-04 0:00,2017-04-04 0:00,Under Repair,1412.83,1459,West Stand,Field Systems Ltd.,2018-09-26 0:00,2017-03-24 0:00,58,1401,2707,7,1,2,1
EQ03958,Seats,2021-04-30 0:00,2022-02-12 0:00,Needs Repair,49474.69,3769,South Stand,Sports Equipment Co.,2018-12-04 0:00,2016-06-20 0:00,149,3577,932,1,0,4,1
EQ03959,Score Display,2020-12-13 0:00,2024-07-05 0:00,Replaced,18071.03,7519,East Stand,Goalkeepers Inc.,2015-07-27 0:00,2017-02-28 0:00,311,7474,58,9,0,8,0
EQ03960,Lighting System,2017-06-13 0:00,2017-02-24 0:00,Good,16810.45,3998,East Stand,Goalkeepers Inc.,2015-02-20 0:00,2018-12-16 0:00,160,3842,2746,3,0,7,0
EQ03961,Seats,2016-08-05 0:00,2023-05-10 0:00,Under Repair,18582.98,4,West Stand,Sports Equipment Co.,2018-02-13 0:00,2018-01-01 0:00,-6,-150,480,5,0,2,0
EQ03962,Goalpost,2023-12-12 0:00,2015-02-13 0:00,Needs Repair,18378.43,3369,South Stand,Turf Solutions,2019-05-27 0:00,2019-02-09 0:00,136,3268,3488,2,0,5,0
EQ03963,Seats,2022-01-23 0:00,2018-07-01 0:00,Under Repair,12693.92,1381,West Stand,Sports Equipment Co.,2017-10-22 0:00,2015-11-10 0:00,57,1367,2254,4,0,1,1
EQ03964,Turf Maintenance Machine,2020-01-31 0:00,2017-01-23 0:00,Replaced,39535.81,3272,West Stand,Field Systems Ltd.,2016-09-12 0:00,2017-03-06 0:00,135,3232,2778,2,0,8,0
EQ03965,Field Marking Equipment,2020-02-03 0:00,2024-06-14 0:00,Good,42458.35,9980,Main Field,Sports Equipment Co.,2017-12-11 0:00,2015-12-23 0:00,412,9878,79,9,0,7,0
EQ03966,Seats,2021-12-01 0:00,2016-02-17 0:00,Replaced,37524.54,6215,East Stand,Audio Visual Experts,2015-01-14 0:00,2017-08-13 0:00,252,6058,3119,1,0,8,0
EQ03967,Score Display,2020-01-29 0:00,2015-07-05 0:00,Replaced,6987.99,162,Main Field,Audio Visual Experts,2015-02-22 0:00,2017-10-25 0:00,3,64,3346,6,1,9,0
EQ03968,Turf Maintenance Machine,2021-04-01 0:00,2023-07-05 0:00,Needs Repair,30871.69,4087,South Stand,Lighting Masters,2017-07-01 0:00,2015-06-28 0:00,165,3957,424,9,0,5,0
EQ03969,Field Marking Equipment,2023-05-24 0:00,2015-11-06 0:00,Needs Repair,47156.63,3410,Main Field,Audio Visual Experts,2018-03-22 0:00,2016-10-30 0:00,135,3228,3222,9,0,4,1
EQ03970,Turnstiles,2017-05-14 0:00,2019-04-20 0:00,Good,4892.96,3251,South Stand,Sports Equipment Co.,2016-12-08 0:00,2016-09-21 0:00,130,3123,1961,7,0,8,0
EQ03971,Audio System,2020-01-29 0:00,2017-07-04 0:00,Under Repair,31121.33,5692,South Stand,Lighting Masters,2018-11-09 0:00,2015-02-02 0:00,237,5691,2616,5,0,2,1
EQ03972,Scoreboard,2021-07-01 0:00,2024-03-16 0:00,Needs Repair,35977.15,428,West Stand,Goalkeepers Inc.,2015-07-03 0:00,2018-11-05 0:00,10,246,169,4,0,5,0
EQ03973,Score Display,2024-07-06 0:00,2019-03-18 0:00,Good,1135.04,4466,East Stand,Turf Solutions,2015-02-01 0:00,2019-08-05 0:00,186,4463,1994,4,0,8,0
EQ03974,Cameras,2016-05-22 0:00,2023-05-21 0:00,Needs Repair,40812.36,7512,East Stand,Turf Solutions,2018-04-04 0:00,2017-11-07 0:00,311,7456,469,1,0,4,1
EQ03975,Turf Maintenance Machine,2022-09-18 0:00,2018-02-23 0:00,Good,20461.95,8949,North Stand,Goalkeepers Inc.,2016-07-21 0:00,2018-11-21 0:00,368,8822,2382,3,0,9,0
EQ03976,Cameras,2022-02-12 0:00,2022-02-15 0:00,Good,43826.51,5995,South Stand,Field Systems Ltd.,2015-01-16 0:00,2015-06-26 0:00,247,5930,929,7,0,7,0
EQ03977,Audio System,2019-10-02 0:00,2018-11-05 0:00,Needs Repair,41968.32,7251,East Stand,Field Systems Ltd.,2019-06-01 0:00,2016-10-06 0:00,302,7247,2127,8,1,4,1
EQ03978,Audio System,2018-08-01 0:00,2021-10-16 0:00,Good,26941.62,2735,West Stand,Lighting Masters,2018-03-07 0:00,2017-08-27 0:00,110,2642,1051,7,0,7,0
EQ03979,Seats,2020-04-12 0:00,2024-02-10 0:00,Under Repair,43509.81,1554,West Stand,Field Systems Ltd.,2017-10-08 0:00,2017-05-14 0:00,60,1429,204,8,0,1,1
EQ03980,Score Display,2021-01-28 0:00,2015-08-26 0:00,Needs Repair,25612.95,331,North Stand,Audio Visual Experts,2018-01-08 0:00,2017-09-18 0:00,9,222,3294,4,1,5,0
EQ03981,Turnstiles,2017-10-10 0:00,2016-02-11 0:00,Good,34901.93,3901,Main Field,Audio Visual Experts,2016-03-21 0:00,2018-07-14 0:00,157,3761,3125,4,0,9,0
EQ03982,Scoreboard,2015-08-25 0:00,2020-10-27 0:00,Replaced,22709.77,8126,North Stand,Sports Equipment Co.,2015-04-14 0:00,2015-05-29 0:00,335,8048,1405,1,0,8,0
EQ03983,Goalpost,2015-06-14 0:00,2021-11-12 0:00,Under Repair,48907.02,9233,Main Field,Turf Solutions,2017-02-23 0:00,2015-11-24 0:00,379,9090,1024,2,0,2,1
EQ03984,Field Marking Equipment,2019-03-03 0:00,2022-04-04 0:00,Replaced,39914.79,8551,Main Field,Goalkeepers Inc.,2017-10-22 0:00,2019-09-25 0:00,349,8377,881,4,1,8,0
EQ03985,Seats,2021-04-14 0:00,2015-06-17 0:00,Under Repair,45986.62,2359,West Stand,Turf Solutions,2016-01-05 0:00,2015-08-01 0:00,94,2257,3364,4,0,2,1
EQ03986,Cameras,2020-08-12 0:00,2021-08-12 0:00,Under Repair,13310.7,9826,West Stand,Sports Equipment Co.,2016-03-13 0:00,2016-08-15 0:00,409,9818,1116,1,0,2,1
EQ03987,Cameras,2024-07-06 0:00,2017-01-23 0:00,Good,40767.02,8764,North Stand,Turf Solutions,2016-03-03 0:00,2018-08-01 0:00,364,8729,2778,1,0,8,0
EQ03988,Turf Maintenance Machine,2022-08-17 0:00,2024-06-27 0:00,Replaced,9749.82,5788,South Stand,Sports Equipment Co.,2017-11-14 0:00,2017-03-18 0:00,235,5650,66,4,0,8,0
EQ03989,Audio System,2016-09-11 0:00,2018-10-31 0:00,Under Repair,41565.45,5469,South Stand,Audio Visual Experts,2019-12-11 0:00,2017-08-20 0:00,226,5421,2132,2,0,1,1
EQ03990,Lighting System,2015-11-03 0:00,2019-09-18 0:00,Under Repair,41993.2,3373,West Stand,Audio Visual Experts,2017-03-29 0:00,2018-08-23 0:00,140,3350,1810,2,0,2,1
EQ03991,Seats,2020-06-05 0:00,2015-02-14 0:00,Needs Repair,12232.18,2745,North Stand,Turf Solutions,2017-03-08 0:00,2018-09-19 0:00,107,2578,3487,2,0,4,1
EQ03992,Goalpost,2020-02-19 0:00,2015-06-01 0:00,Needs Repair,49425.03,6709,North Stand,Lighting Masters,2017-01-22 0:00,2016-12-06 0:00,279,6688,3380,5,0,5,0
EQ03993,Audio System,2022-10-10 0:00,2017-12-28 0:00,Under Repair,28849.89,3601,Main Field,Turf Solutions,2018-08-28 0:00,2017-05-13 0:00,150,3588,2439,5,0,1,1
EQ03994,Turf Maintenance Machine,2016-12-04 0:00,2022-03-23 0:00,Replaced,46235.41,6267,Main Field,Audio Visual Experts,2018-06-26 0:00,2018-02-28 0:00,257,6169,893,7,1,8,0
EQ03995,Seats,2015-01-15 0:00,2022-03-21 0:00,Replaced,13963.33,5564,South Stand,Turf Solutions,2017-01-31 0:00,2015-03-05 0:00,227,5458,895,6,0,9,0
EQ03996,Seats,2020-05-15 0:00,2019-01-16 0:00,Replaced,8113.03,2554,West Stand,Sports Equipment Co.,2016-11-26 0:00,2017-05-03 0:00,106,2548,2055,2,0,8,0
EQ03997,Audio System,2021-03-25 0:00,2023-07-28 0:00,Replaced,5156.44,6823,West Stand,Turf Solutions,2016-05-12 0:00,2018-03-06 0:00,278,6672,401,8,0,9,0
EQ03998,Field Marking Equipment,2018-04-15 0:00,2015-10-31 0:00,Needs Repair,22738.11,8336,East Stand,Field Systems Ltd.,2018-11-12 0:00,2016-07-06 0:00,342,8206,3228,2,0,4,1
EQ03999,Lighting System,2022-02-22 0:00,2023-07-11 0:00,Under Repair,48786.87,9777,South Stand,Audio Visual Experts,2019-05-10 0:00,2018-09-18 0:00,405,9724,418,1,0,2,1
EQ04000,Scoreboard,2019-09-04 0:00,2015-01-02 0:00,Good,36936.65,4312,South Stand,Field Systems Ltd.,2016-05-10 0:00,2019-06-23 0:00,174,4170,3530,5,0,9,0
EQ04001,Seats,2017-12-13 0:00,2023-05-24 0:00,Good,16882.59,5113,West Stand,Field Systems Ltd.,2018-03-14 0:00,2017-01-27 0:00,211,5054,466,1,0,7,0
EQ04002,Scoreboard,2016-07-14 0:00,2017-12-17 0:00,Under Repair,24166.35,7874,West Stand,Sports Equipment Co.,2019-07-21 0:00,2019-12-09 0:00,327,7843,2450,2,0,2,1
EQ04003,Audio System,2015-03-09 0:00,2022-10-24 0:00,Replaced,33156.26,1486,North Stand,Field Systems Ltd.,2016-04-02 0:00,2016-12-29 0:00,56,1346,678,3,0,8,0
EQ04004,Audio System,2016-08-22 0:00,2020-08-27 0:00,Replaced,44040.76,6387,North Stand,Field Systems Ltd.,2018-09-06 0:00,2019-12-27 0:00,262,6281,1466,4,0,9,0
EQ04005,Turnstiles,2020-09-18 0:00,2017-07-05 0:00,Under Repair,20475.39,863,South Stand,Sports Equipment Co.,2019-09-27 0:00,2019-07-20 0:00,34,807,2615,1,0,2,1
EQ04006,Lighting System,2022-08-12 0:00,2024-07-23 0:00,Needs Repair,13267.78,3652,South Stand,Turf Solutions,2016-04-27 0:00,2019-03-13 0:00,144,3455,40,5,0,5,0
EQ04007,Lighting System,2018-12-04 0:00,2021-12-11 0:00,Under Repair,34915.1,2268,Main Field,Audio Visual Experts,2018-08-03 0:00,2018-01-06 0:00,92,2196,995,9,0,1,1
EQ04008,Cameras,2021-11-03 0:00,2024-03-02 0:00,Needs Repair,36138.85,2215,Main Field,Lighting Masters,2016-07-16 0:00,2016-09-02 0:00,88,2108,183,5,0,4,1
EQ04009,Lighting System,2021-06-24 0:00,2017-03-18 0:00,Good,18938.66,6689,South Stand,Field Systems Ltd.,2019-06-11 0:00,2016-11-01 0:00,276,6625,2724,1,0,7,0
EQ04010,Goalpost,2023-10-21 0:00,2022-11-29 0:00,Replaced,14067.45,1440,North Stand,Field Systems Ltd.,2017-05-12 0:00,2016-10-28 0:00,57,1376,642,1,0,8,0
EQ04011,Field Marking Equipment,2019-05-29 0:00,2023-07-07 0:00,Good,1334.11,601,South Stand,Goalkeepers Inc.,2018-09-14 0:00,2017-05-21 0:00,24,575,422,1,0,8,0
EQ04012,Score Display,2016-08-16 0:00,2023-01-25 0:00,Under Repair,38840.67,7343,Main Field,Goalkeepers Inc.,2015-12-11 0:00,2016-01-14 0:00,303,7264,585,5,0,2,1
EQ04013,Field Marking Equipment,2019-06-20 0:00,2023-06-28 0:00,Needs Repair,4906.22,7046,North Stand,Audio Visual Experts,2016-06-23 0:00,2019-09-17 0:00,288,6916,431,7,0,4,1
EQ04014,Seats,2024-08-08 0:00,2023-05-06 0:00,Needs Repair,29868.71,2045,East Stand,Goalkeepers Inc.,2017-09-11 0:00,2016-08-25 0:00,79,1906,484,7,0,5,0
EQ04015,Turnstiles,2015-12-16 0:00,2018-09-18 0:00,Replaced,33101.86,935,East Stand,Sports Equipment Co.,2018-02-21 0:00,2016-03-28 0:00,33,798,2175,8,0,8,0
EQ04016,Seats,2024-05-19 0:00,2017-02-02 0:00,Under Repair,3297.6,498,East Stand,Lighting Masters,2015-09-22 0:00,2019-05-04 0:00,13,321,2768,3,0,1,0
EQ04017,Field Marking Equipment,2016-06-16 0:00,2015-12-06 0:00,Replaced,29832.21,6572,West Stand,Turf Solutions,2016-07-04 0:00,2016-01-09 0:00,269,6466,3192,6,0,8,0
EQ04018,Goalpost,2023-07-20 0:00,2021-11-10 0:00,Good,3827.37,7838,South Stand,Turf Solutions,2015-12-04 0:00,2015-02-24 0:00,323,7757,1026,8,0,7,0
EQ04019,Goalpost,2022-06-04 0:00,2021-09-26 0:00,Good,44111.6,8014,East Stand,Lighting Masters,2019-12-14 0:00,2018-08-06 0:00,330,7911,1071,1,0,7,0
EQ04020,Lighting System,2020-03-28 0:00,2017-01-05 0:00,Under Repair,41085.56,4885,West Stand,Lighting Masters,2019-05-30 0:00,2019-07-20 0:00,200,4791,2796,1,1,2,1
EQ04021,Turnstiles,2022-01-21 0:00,2019-09-14 0:00,Replaced,33283.4,6563,South Stand,Field Systems Ltd.,2016-10-27 0:00,2019-02-06 0:00,267,6399,1814,7,0,9,0
EQ04022,Score Display,2016-08-18 0:00,2020-03-19 0:00,Under Repair,29141.48,8456,North Stand,Audio Visual Experts,2018-02-19 0:00,2015-04-15 0:00,352,8447,1627,3,1,2,1
EQ04023,Lighting System,2015-11-21 0:00,2020-02-23 0:00,Replaced,19742.48,1712,North Stand,Turf Solutions,2016-06-26 0:00,2016-10-31 0:00,70,1675,1652,9,0,8,0
EQ04024,Goalpost,2018-11-22 0:00,2023-08-06 0:00,Needs Repair,34529.34,6994,South Stand,Audio Visual Experts,2017-12-09 0:00,2017-03-17 0:00,284,6823,392,6,1,5,0
EQ04025,Scoreboard,2021-12-09 0:00,2015-03-08 0:00,Replaced,29269.32,2629,East Stand,Audio Visual Experts,2019-01-25 0:00,2019-05-25 0:00,103,2464,3465,2,1,9,0
EQ04026,Turnstiles,2016-03-20 0:00,2020-05-18 0:00,Needs Repair,14784.91,2263,North Stand,Lighting Masters,2016-10-15 0:00,2019-03-12 0:00,88,2111,1567,2,0,5,0
EQ04027,Scoreboard,2019-01-23 0:00,2017-12-02 0:00,Needs Repair,14568.77,8295,West Stand,Field Systems Ltd.,2017-11-05 0:00,2018-05-24 0:00,341,8185,2465,2,0,5,0
EQ04028,Cameras,2016-08-19 0:00,2019-03-20 0:00,Needs Repair,20794.26,1757,Main Field,Audio Visual Experts,2017-10-27 0:00,2016-11-11 0:00,66,1574,1992,6,0,4,1
EQ04029,Seats,2021-10-02 0:00,2020-06-07 0:00,Under Repair,5597.74,6721,Main Field,Field Systems Ltd.,2015-11-10 0:00,2018-03-25 0:00,275,6608,1547,5,0,1,1
EQ04030,Goalpost,2021-11-11 0:00,2015-04-28 0:00,Needs Repair,14595.54,6931,North Stand,Field Systems Ltd.,2018-03-27 0:00,2018-11-05 0:00,284,6819,3414,8,0,5,0
EQ04031,Score Display,2024-02-16 0:00,2023-06-02 0:00,Needs Repair,41363.02,1964,East Stand,Lighting Masters,2017-04-04 0:00,2017-08-27 0:00,75,1794,457,6,0,5,0
EQ04032,Scoreboard,2024-02-06 0:00,2017-07-25 0:00,Good,37173.84,9558,South Stand,Sports Equipment Co.,2016-06-25 0:00,2015-08-23 0:00,393,9439,2595,5,0,7,0
EQ04033,Cameras,2017-04-16 0:00,2018-07-13 0:00,Replaced,48121.81,9985,West Stand,Sports Equipment Co.,2015-01-21 0:00,2019-01-08 0:00,415,9948,2242,9,0,9,0
EQ04034,Lighting System,2016-10-10 0:00,2017-11-13 0:00,Good,2968.4,7065,North Stand,Lighting Masters,2015-07-19 0:00,2016-02-27 0:00,287,6899,2484,7,0,7,0
EQ04035,Turf Maintenance Machine,2016-08-27 0:00,2019-12-28 0:00,Replaced,27566.49,9421,West Stand,Sports Equipment Co.,2018-03-11 0:00,2018-12-26 0:00,385,9242,1709,4,0,9,0
EQ04036,Goalpost,2017-05-22 0:00,2018-12-17 0:00,Replaced,848.53,7080,South Stand,Lighting Masters,2015-09-15 0:00,2019-02-26 0:00,292,7014,2085,8,0,9,0
EQ04037,Cameras,2023-02-08 0:00,2017-12-03 0:00,Needs Repair,18799.01,9762,South Stand,Turf Solutions,2019-02-23 0:00,2017-01-21 0:00,402,9638,2464,9,0,4,1
EQ04038,Score Display,2021-10-05 0:00,2016-12-04 0:00,Under Repair,46572.17,7196,South Stand,Turf Solutions,2018-09-13 0:00,2018-10-08 0:00,292,7006,2828,3,1,2,1
EQ04039,Field Marking Equipment,2023-08-29 0:00,2019-05-21 0:00,Good,48117.74,8547,Main Field,Lighting Masters,2015-09-02 0:00,2015-09-02 0:00,349,8380,1930,6,0,8,0
EQ04040,Field Marking Equipment,2023-12-16 0:00,2018-08-10 0:00,Replaced,33645.99,4185,West Stand,Sports Equipment Co.,2017-08-12 0:00,2017-01-04 0:00,171,4104,2214,3,0,8,0
EQ04041,Seats,2022-08-04 0:00,2018-02-22 0:00,Replaced,48791.8,8898,East Stand,Sports Equipment Co.,2019-11-26 0:00,2017-04-28 0:00,370,8891,2383,7,0,8,0
EQ04042,Score Display,2018-11-06 0:00,2015-02-20 0:00,Replaced,14352.47,4385,East Stand,Lighting Masters,2015-08-20 0:00,2016-09-23 0:00,180,4311,3481,7,0,8,0
EQ04043,Turf Maintenance Machine,2016-11-23 0:00,2016-05-15 0:00,Needs Repair,28901.65,8314,Main Field,Field Systems Ltd.,2015-06-08 0:00,2016-11-22 0:00,346,8305,3031,7,1,4,1
EQ04044,Scoreboard,2021-11-21 0:00,2021-04-06 0:00,Needs Repair,41309.4,438,South Stand,Field Systems Ltd.,2017-11-09 0:00,2015-05-25 0:00,15,367,1244,6,0,5,0
